#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng
2711,Zilingo,Singapore,Singapore,Asia,100.0,2020-07-09,12.0,833.0,733.0,Retail,Series D,307,2020,1.28967,103.85007
2719,G2,Chicago,USA,North America,17.0,2020-06-30,5.0,340.0,323.0,Marketing,Series C,101,2020,41.85003,-87.65005
2721,Katerra,San Francisco Bay Area,USA,North America,400.0,2020-06-29,7.0,5714.0,5314.0,Construction,Series E,1300,2020,37.45383,-122.18219
2722,Bounce,Bengaluru,India,Asia,130.0,2020-06-29,22.0,591.0,461.0,Transportation,Series D,214,2020,12.97194,77.59369
2730,Sonos,New York City,USA,North America,174.0,2020-06-24,12.0,1450.0,1276.0,Consumer,Post-IPO,455,2020,40.71427,-74.00597
2732,Gojek,Jakarta,Indonesia,Asia,430.0,2020-06-23,9.0,4778.0,4348.0,Transportation,Series F,4800,2020,-6.21462,106.84513
2733,ScaleFactor,Austin,USA,North America,90.0,2020-06-23,90.0,100.0,10.0,Finance,Series C,103,2020,30.26715,-97.74306
2734,Dark,San Francisco Bay Area,USA,North America,6.0,2020-06-23,100.0,6.0,0.0,Product,Seed,3,2020,37.77493,-122.41942
2735,Intuit,San Francisco Bay Area,USA,North America,715.0,2020-06-22,7.0,10214.0,9499.0,Finance,Post-IPO,18,2020,37.38605,-122.08385
2738,Navi,Bengaluru,India,Asia,40.0,2020-06-17,25.0,160.0,120.0,Finance,Private Equity …,582,2020,12.97194,77.59369
2739,PaisaBazaar,Gurugram,India,Asia,1500.0,2020-06-16,50.0,3000.0,1500.0,Finance,Series G,496,2020,28.4601,77.02635
2740,Grab,Singapore,Singapore,Asia,360.0,2020-06-16,5.0,7200.0,6840.0,Transportation,Series I,0,2020,1.28967,103.85007
2741,Splunk,San Francisco Bay Area,USA,North America,70.0,2020-06-16,1.0,7000.0,6930.0,Data,Post-IPO,40,2020,37.77493,-122.41942
2742,Redox,Madison,USA,North America,44.0,2020-06-16,25.0,176.0,132.0,Healthcare,Series C,50,2020,43.07305,-89.40123
2745,Uber,Amsterdam,Netherlands,Europe,225.0,2020-06-12,25.0,900.0,675.0,Transportation,Post-IPO,0,2020,52.37403,4.88969
2746,SynapseFI,San Francisco Bay Area,USA,North America,63.0,2020-06-12,48.0,131.0,68.0,Finance,Series B,50,2020,37.77493,-122.41942
2748,Branch,New York City,USA,North America,3.0,2020-06-11,27.0,11.0,8.0,Retail,Seed,2,2020,40.71427,-74.00597
2751,The Athletic,San Francisco Bay Area,USA,North America,46.0,2020-06-05,8.0,575.0,529.0,Media,Series D,139,2020,37.77493,-122.41942
2752,Ethos Life,San Francisco Bay Area,USA,North America,18.0,2020-06-05,14.0,129.0,111.0,Finance,Series C,106,2020,37.77493,-122.41942
2753,Lastline,San Francisco Bay Area,USA,North America,50.0,2020-06-04,40.0,125.0,75.0,Security,Series C,52,2020,37.77493,-122.41942
2754,Builder,Los Angeles,USA,North America,39.0,2020-06-04,14.0,279.0,240.0,Product,Series A,29,2020,34.05223,-118.24368
2756,Monzo,London,United Kingdom,Europe,120.0,2020-06-03,8.0,1500.0,1380.0,Finance,Series F,324,2020,51.50853,-0.12574
2758,SpotHero,Chicago,USA,North America,40.0,2020-06-03,21.0,190.0,150.0,Transportation,Series D,117,2020,41.85003,-87.65005
2759,Credit Sesame,San Francisco Bay Area,USA,North America,22.0,2020-06-03,14.0,157.0,135.0,Finance,Series F,120,2020,37.38605,-122.08385
2761,Rivian,Detroit,USA,North America,40.0,2020-06-02,2.0,2000.0,1960.0,Transportation,Private Equity …,3100,2020,42.33143,-83.04575
2762,Fundbox,San Francisco Bay Area,USA,North America,14.0,2020-06-02,15.0,93.0,79.0,Finance,Series C,453,2020,37.77493,-122.41942
2763,Descartes Labs,Santa Fe,USA,North America,12.0,2020-06-02,16.0,75.0,63.0,Data,Series B,58,2020,33.94724,-118.08535
2765,Stitch Fix,San Francisco Bay Area,USA,North America,1400.0,2020-06-01,18.0,7778.0,6378.0,Retail,Post-IPO,79,2020,37.77493,-122.41942
2766,MakeMyTrip,Gurugram,India,Asia,350.0,2020-06-01,10.0,3500.0,3150.0,Travel,Post-IPO,548,2020,28.4601,77.02635
2767,CrowdStreet,Portland,USA,North America,24.0,2020-06-01,22.0,109.0,85.0,Real Estate,Series C,24,2020,45.52345,-122.67621
2768,Brex,San Francisco Bay Area,USA,North America,62.0,2020-05-29,15.0,413.0,351.0,Finance,Series C,732,2020,37.77493,-122.41942
2769,Loftium,Seattle,USA,North America,32.0,2020-05-29,60.0,53.0,21.0,Real Estate,Series A,17,2020,47.60621,-122.33207
2770,BookMyShow,Mumbai,India,Asia,270.0,2020-05-28,18.0,1500.0,1230.0,Consumer,Unknown,224,2020,19.07283,72.88261
2771,TrueCar,Los Angeles,USA,North America,219.0,2020-05-28,30.0,730.0,511.0,Transportation,Post-IPO,340,2020,34.05223,-118.24368
2773,Culture Amp,Melbourne,Australia,Australia,36.0,2020-05-28,8.0,450.0,414.0,HR,Series E,157,2020,-37.814,144.96332
2774,The Sill,New York City,USA,North America,20.0,2020-05-28,25.0,80.0,60.0,Retail,Series A,7,2020,40.71427,-74.00597
2775,Instructure,Salt Lake City,USA,North America,150.0,2020-05-27,12.0,1250.0,1100.0,Education,Acquired,89,2020,40.76078,-111.89105
2776,Ebanx,Curitiba,Brazil,South America,62.0,2020-05-27,8.0,775.0,713.0,Finance,Unknown,30,2020,-25.42778,-49.27306
2777,Uber,Bengaluru,India,Asia,600.0,2020-05-26,23.0,2609.0,2009.0,Transportation,Post-IPO,24700,2020,12.97194,77.59369
2778,Bluprint,Denver,USA,North America,137.0,2020-05-26,100.0,137.0,0.0,Education,Acquired,108,2020,39.73915,-104.9847
2782,Cvent,Washington DC,USA,North America,400.0,2020-05-21,10.0,4000.0,3600.0,Marketing,Acquired,146,2020,38.89511,-77.03637
2783,PickYourTrail,Chennai,India,Asia,70.0,2020-05-21,35.0,200.0,130.0,Travel,Series A,3,2020,13.08784,80.27847
2784,Glitch,New York City,USA,North America,18.0,2020-05-21,36.0,50.0,32.0,Product,Series A,30,2020,40.71427,-74.00597
2786,Ola,Bengaluru,India,Asia,1400.0,2020-05-20,35.0,4000.0,2600.0,Transportation,Series J,3800,2020,12.97194,77.59369
2787,Samsara,San Francisco Bay Area,USA,North America,300.0,2020-05-20,18.0,1667.0,1367.0,Logistics,Series F,530,2020,37.77493,-122.41942
2788,Stay Alfred,Spokane,USA,North America,221.0,2020-05-20,100.0,221.0,0.0,Travel,Series B,62,2020,47.65966,-117.42908
2789,SoFi,San Francisco Bay Area,USA,North America,112.0,2020-05-20,7.0,1600.0,1488.0,Finance,Private Equity …,2,2020,37.77493,-122.41942
2790,ShareChat,Bengaluru,India,Asia,101.0,2020-05-20,25.0,404.0,303.0,Marketing,Series D,222,2020,12.97194,77.59369
2791,Intercom,San Francisco Bay Area,USA,North America,39.0,2020-05-20,6.0,650.0,611.0,Support,Series D,240,2020,37.77493,-122.41942
2792,Livspace,Bengaluru,India,Asia,450.0,2020-05-19,15.0,3000.0,2550.0,Retail,Series D,157,2020,12.97194,77.59369
2793,Pollen,London,United Kingdom,Europe,69.0,2020-05-19,31.0,223.0,154.0,Travel,Series B,88,2020,51.50853,-0.12574
2796,Uber,San Francisco Bay Area,USA,North America,3000.0,2020-05-18,13.0,23077.0,20077.0,Transportation,Post-IPO,24700,2020,37.77493,-122.41942
2798,Swiggy,Bengaluru,India,Asia,1100.0,2020-05-18,14.0,7857.0,6757.0,Food,Series I,1600,2020,12.97194,77.59369
2799,WeWork,New Delhi,India,Asia,100.0,2020-05-18,20.0,500.0,400.0,Real Estate,Series H,19500,2020,28.65195,77.23149
2805,Zomato,Gurugram,India,Asia,520.0,2020-05-15,13.0,4000.0,3480.0,Food,Series J,914,2020,28.4601,77.02635
2806,Lendingkart,Ahmedabad,India,Asia,500.0,2020-05-15,50.0,1000.0,500.0,Finance,Unknown,200,2020,23.02579,72.58727
2807,Lattice,San Francisco Bay Area,USA,North America,16.0,2020-05-15,10.0,160.0,144.0,HR,Series C,49,2020,37.77493,-122.41942
2809,Cruise,San Francisco Bay Area,USA,North America,150.0,2020-05-14,8.0,1875.0,1725.0,Transportation,Acquired,5300,2020,37.77493,-122.41942
2811,Integral Ad Scien…,New York City,USA,North America,70.0,2020-05-14,10.0,700.0,630.0,Marketing,Acquired,116,2020,40.71427,-74.00597
2812,Ridecell,San Francisco Bay Area,USA,North America,35.0,2020-05-14,15.0,233.0,198.0,Transportation,Series B,73,2020,37.77493,-122.41942
2817,Deliv,San Francisco Bay Area,USA,North America,669.0,2020-05-13,100.0,669.0,0.0,Retail,Series C,80,2020,37.45383,-122.18219
2818,Mercos,Joinville,Brazil,South America,51.0,2020-05-13,40.0,128.0,77.0,Sales,Unknown,2,2020,-26.30444,-48.84556
2819,Kickstarter,New York City,USA,North America,25.0,2020-05-13,18.0,139.0,114.0,Finance,Unknown,10,2020,40.71427,-74.00597
2826,Zeus Living,San Francisco Bay Area,USA,North America,73.0,2020-05-12,50.0,146.0,73.0,Real Estate,Series B,79,2020,37.77493,-122.41942
2827,Mixpanel,San Francisco Bay Area,USA,North America,65.0,2020-05-12,19.0,342.0,277.0,Data,Series B,77,2020,37.77493,-122.41942
2828,Hireology,Chicago,USA,North America,36.0,2020-05-12,17.0,212.0,176.0,Recruiting,Series D,52,2020,41.85003,-87.65005
2829,Top Hat,Toronto,Canada,North America,16.0,2020-05-12,3.0,533.0,517.0,Education,Series D,104,2020,43.70643,-79.39864
2832,Revolut,London,United Kingdom,Europe,60.0,2020-05-11,3.0,2000.0,1940.0,Finance,Series D,837,2020,51.50853,-0.12574
2833,Cadre,New York City,USA,North America,28.0,2020-05-11,25.0,112.0,84.0,Real Estate,Series C,133,2020,40.71427,-74.00597
2834,N26,New York City,USA,North America,9.0,2020-05-08,1.0,900.0,891.0,Finance,Series D,782,2020,40.71427,-74.00597
2835,Jump,New York City,USA,North America,500.0,2020-05-07,100.0,500.0,0.0,Transportation,Acquired,11,2020,40.71427,-74.00597
2836,Glassdoor,San Francisco Bay Area,USA,North America,300.0,2020-05-07,30.0,1000.0,700.0,Recruiting,Acquired,204,2020,37.77493,-122.41942
2837,Numbrs,Zurich,Switzerland,Europe,62.0,2020-05-07,50.0,124.0,62.0,Finance,Series B,78,2020,47.36667,8.55
2838,Flywire,Boston,USA,North America,60.0,2020-05-07,12.0,500.0,440.0,Finance,Series E,263,2020,42.35843,-71.05977
2840,Tally,San Francisco Bay Area,USA,North America,28.0,2020-05-07,23.0,122.0,94.0,Finance,Series C,92,2020,37.77493,-122.41942
2842,Uber,San Francisco Bay Area,USA,North America,3700.0,2020-05-06,14.0,26429.0,22729.0,Transportation,Post-IPO,24700,2020,37.77493,-122.41942
2845,Rubicon Project,Los Angeles,USA,North America,50.0,2020-05-06,8.0,625.0,575.0,Marketing,Post-IPO,60,2020,34.05223,-118.24368
2846,Segment,San Francisco Bay Area,USA,North America,50.0,2020-05-06,10.0,500.0,450.0,Data,Series D,283,2020,37.77493,-122.41942
2849,Airbnb,San Francisco Bay Area,USA,North America,1900.0,2020-05-05,25.0,7600.0,5700.0,Travel,Private Equity …,5400,2020,37.77493,-122.41942
2850,Juul,San Francisco Bay Area,USA,North America,900.0,2020-05-05,30.0,3000.0,2100.0,Consumer,Unknown,1500,2020,37.77493,-122.41942
2851,Andela,New York City,USA,North America,135.0,2020-05-05,10.0,1350.0,1215.0,Recruiting,Series D,181,2020,40.71427,-74.00597
2852,Stack Overflow,New York City,USA,North America,40.0,2020-05-05,15.0,267.0,227.0,Recruiting,Series D,68,2020,40.71427,-74.00597
2854,Workable,Boston,USA,North America,25.0,2020-05-05,10.0,250.0,225.0,Recruiting,Series C,84,2020,42.35843,-71.05977
2858,CureFit,Bengaluru,India,Asia,800.0,2020-05-04,16.0,5000.0,4200.0,Fitness,Series D,404,2020,12.97194,77.59369
2859,Careem,Dubai,United Arabian Emirates,Asia,536.0,2020-05-04,31.0,1729.0,1193.0,Transportation,Acquired,771,2020,25.07725,55.30927
2860,Oriente,Hong Kong,Hong Kong,Asia,400.0,2020-05-04,20.0,2000.0,1600.0,Finance,Series B,175,2020,22.27832,114.17469
2861,Veriff,Tallinn,Estonia,Europe,63.0,2020-05-04,21.0,300.0,237.0,Security,Series A,7,2020,59.43696,24.75353
2862,Element AI,Montreal,Canada,North America,62.0,2020-05-04,15.0,413.0,351.0,Other,Series B,257,2020,45.50884,-73.58781
2863,Deputy,Sydney,Australia,Australia,60.0,2020-05-04,30.0,200.0,140.0,HR,Series B,106,2020,-33.86785,151.20732
2864,Loopio,Toronto,Canada,North America,11.0,2020-05-04,8.0,138.0,127.0,Sales,Series A,11,2020,43.70643,-79.39864
2867,Trax,Tel Aviv,Israel,Asia,120.0,2020-05-03,10.0,1200.0,1080.0,Retail,Series D,386,2020,32.08088,34.78057
2870,Namely,New York City,USA,North America,110.0,2020-05-01,40.0,275.0,165.0,HR,Series E,217,2020,40.71427,-74.00597
2871,Culture Trip,London,United Kingdom,Europe,95.0,2020-05-01,32.0,297.0,202.0,Media,Series B,102,2020,51.50853,-0.12574
2872,Sandbox VR,San Francisco Bay Area,USA,North America,80.0,2020-05-01,80.0,100.0,20.0,Consumer,Series A,82,2020,37.77493,-122.41942
2875,TheSkimm,New York City,USA,North America,26.0,2020-05-01,20.0,130.0,104.0,Media,Series C,28,2020,40.71427,-74.00597
2884,Lyft,San Francisco Bay Area,USA,North America,982.0,2020-04-29,17.0,5776.0,4794.0,Transportation,Post-IPO,4900,2020,37.77493,-122.41942
2886,Kayak / OpenTable,Stamford,USA,North America,160.0,2020-04-29,8.0,2000.0,1840.0,Travel,Acquired,229,2020,41.05343,-73.53873
2888,Lime,San Francisco Bay Area,USA,North America,80.0,2020-04-29,13.0,615.0,535.0,Transportation,Series D,765,2020,37.77493,-122.41942
2889,TranSan Franciscoix,New York City,USA,North America,24.0,2020-04-29,10.0,240.0,216.0,Logistics,Series D,128,2020,40.71427,-74.00597
2891,TripAdvisor,Boston,USA,North America,900.0,2020-04-28,25.0,3600.0,2700.0,Travel,Post-IPO,3,2020,42.35843,-71.05977
2893,Deliveroo,London,United Kingdom,Europe,367.0,2020-04-28,15.0,2447.0,2080.0,Food,Series G,1500,2020,51.50853,-0.12574
2894,App Annie,San Francisco Bay Area,USA,North America,80.0,2020-04-28,18.0,444.0,364.0,Data,Unknown,156,2020,37.77493,-122.41942
2895,OpenX,Los Angeles,USA,North America,35.0,2020-04-28,15.0,233.0,198.0,Marketing,Unknown,70,2020,34.05223,-118.24368
2896,PayJoy,San Francisco Bay Area,USA,North America,27.0,2020-04-28,25.0,108.0,81.0,Finance,Series B,71,2020,37.77493,-122.41942
2897,Shipsi,Los Angeles,USA,North America,20.0,2020-04-28,50.0,40.0,20.0,Retail,Seed,2,2020,34.05223,-118.24368
2900,Automation Anything,San Francisco Bay Area,USA,North America,260.0,2020-04-27,10.0,2600.0,2340.0,Other,Series B,840,2020,37.33939,-121.89496
2901,JetClosing,Seattle,USA,North America,20.0,2020-04-27,20.0,100.0,80.0,Real Estate,Series A,24,2020,47.60621,-122.33207
2905,Submittable,Missoula,USA,North America,30.0,2020-04-25,20.0,150.0,120.0,Other,Series B,17,2020,46.87215,-113.994
2906,Divergent 3D,Los Angeles,USA,North America,57.0,2020-04-24,36.0,158.0,101.0,Transportation,Series B,88,2020,34.05223,-118.24368
2907,Ada Support,Toronto,Canada,North America,36.0,2020-04-24,23.0,157.0,121.0,Support,Series B,60,2020,43.70643,-79.39864
2908,UPshow,Chicago,USA,North America,19.0,2020-04-24,30.0,63.0,44.0,Marketing,Series A,7,2020,41.85003,-87.65005
2909,Lighter Capital,Seattle,USA,North America,18.0,2020-04-24,22.0,82.0,64.0,Finance,Series B,15,2020,47.60621,-122.33207
2910,Horizn Studios,Berlin,Germany,Europe,15.0,2020-04-24,25.0,60.0,45.0,Travel,Series B,30,2020,52.52437,13.41053
2911,Welkin Health,San Francisco Bay Area,USA,North America,10.0,2020-04-24,33.0,30.0,20.0,Healthcare,Series B,29,2020,37.77493,-122.41942
2912,Jiobit,Chicago,USA,North America,6.0,2020-04-24,21.0,29.0,23.0,Consumer,Unknown,12,2020,41.85003,-87.65005
2913,TutorMundi,Sao Paulo,Brazil,South America,4.0,2020-04-24,100.0,4.0,0.0,Education,Series A,2,2020,-23.5475,-46.63611
2916,StockX,Detroit,USA,North America,100.0,2020-04-23,12.0,833.0,733.0,Retail,Series C,160,2020,42.33143,-83.04575
2917,Zenefits,San Francisco Bay Area,USA,North America,87.0,2020-04-23,15.0,580.0,493.0,HR,Series C,583,2020,37.77493,-122.41942
2918,Sisense,New York City,USA,North America,80.0,2020-04-23,9.0,889.0,809.0,Data,Series F,274,2020,40.71427,-74.00597
2919,Oscar Health,New York City,USA,North America,70.0,2020-04-23,5.0,1400.0,1330.0,Healthcare,Unknown,0,2020,40.71427,-74.00597
2924,Magic Leap,Miami,USA,North America,1000.0,2020-04-22,50.0,2000.0,1000.0,Consumer,Series E,2600,2020,25.77427,-80.19366
2925,When I Work,Minneapolis,USA,North America,55.0,2020-04-22,35.0,157.0,102.0,HR,Series B,24,2020,44.97997,-93.26384
2926,Ike,San Francisco Bay Area,USA,North America,10.0,2020-04-22,14.0,71.0,61.0,Transportation,Series A,52,2020,37.77493,-122.41942
2931,Swiggy,Bengaluru,India,Asia,800.0,2020-04-21,9.241076585422201,8657.0,7857.0,Food,Series I,1600,2020,12.97194,77.59369
2933,Lending Club,San Francisco Bay Area,USA,North America,460.0,2020-04-21,30.0,1533.0,1073.0,Finance,Post-IPO,392,2020,37.77493,-122.41942
2934,Houzz,San Francisco Bay Area,USA,North America,155.0,2020-04-21,10.0,1550.0,1395.0,Consumer,Series E,613,2020,37.44188,-122.14302
2935,Casper,New York City,USA,North America,78.0,2020-04-21,21.0,371.0,293.0,Retail,Post-IPO,339,2020,40.71427,-74.00597
2936,RealSelf,Seattle,USA,North America,40.0,2020-04-21,13.0,308.0,268.0,Healthcare,Series B,42,2020,47.60621,-122.33207
2937,Freshbooks,Toronto,Canada,North America,38.0,2020-04-21,9.0,422.0,384.0,Finance,Series B,75,2020,43.70643,-79.39864
2938,Patreon,San Francisco Bay Area,USA,North America,30.0,2020-04-21,13.0,231.0,201.0,Media,Series D,165,2020,37.77493,-122.41942
2941,Bringg,Tel Aviv,Israel,Asia,10.0,2020-04-21,10.0,100.0,90.0,Logistics,Series D,84,2020,32.08088,34.78057
2942,Klook,Hong Kong,Hong Kong,Asia,300.0,2020-04-20,15.0,2000.0,1700.0,Travel,Series D,521,2020,22.27832,114.17469
2943,ConsenSys,New York City,USA,North America,91.0,2020-04-20,14.0,650.0,559.0,Crypto,Unknown,10,2020,40.71427,-74.00597
2944,GumGum,Los Angeles,USA,North America,90.0,2020-04-20,25.0,360.0,270.0,Marketing,Series D,58,2020,34.05223,-118.24368
2945,Kueski,Guadalajara,Mexico,North America,90.0,2020-04-20,30.0,300.0,210.0,Finance,Series B,38,2020,20.66682,-103.39182
2946,Movidesk,Blumenau,Brazil,South America,33.0,2020-04-20,25.0,132.0,99.0,Support,Seed,1,2020,-26.91944,-49.06611
2948,Komodo Health,San Francisco Bay Area,USA,North America,23.0,2020-04-20,9.0,256.0,233.0,Healthcare,Series C,50,2020,37.77493,-122.41942
2949,Forward,San Francisco Bay Area,USA,North America,10.0,2020-04-20,3.0,333.0,323.0,Healthcare,Series C,100,2020,37.77493,-122.41942
2953,ContaAzul,Joinville,Brazil,South America,140.0,2020-04-17,35.0,400.0,260.0,Education,Series D,37,2020,-26.30444,-48.84556
2954,Greenhouse,New York City,USA,North America,120.0,2020-04-17,28.0,429.0,309.0,Recruiting,Series D,110,2020,40.71427,-74.00597
2955,QuintoAndar,Sao Paulo,Brazil,South America,88.0,2020-04-17,8.0,1100.0,1012.0,Real Estate,Series D,335,2020,-23.5475,-46.63611
2956,Loft,Sao Paulo,Brazil,South America,47.0,2020-04-17,10.0,470.0,423.0,Real Estate,Series C,263,2020,-23.5475,-46.63611
2957,Zilingo,Singapore,Singapore,Asia,44.0,2020-04-17,5.0,880.0,836.0,Retail,Series D,307,2020,1.28967,103.85007
2959,Sweetgreen,Los Angeles,USA,North America,35.0,2020-04-17,10.0,350.0,315.0,Food,Series I,478,2020,34.05223,-118.24368
2960,People.ai,San Francisco Bay Area,USA,North America,30.0,2020-04-17,18.0,167.0,137.0,Marketing,Series C,100,2020,37.77493,-122.41942
2961,Tor,Boston,USA,North America,13.0,2020-04-17,37.0,35.0,22.0,Security,Unknown,1,2020,42.35843,-71.05977
2966,CarGurus,Boston,USA,North America,130.0,2020-04-16,13.0,1000.0,870.0,Transportation,Post-IPO,1,2020,42.35843,-71.05977
2967,Funding Societies,Singapore,Singapore,Asia,65.0,2020-04-16,18.0,361.0,296.0,Finance,Series B,42,2020,1.28967,103.85007
2968,CleverTap,Mumbai,India,Asia,60.0,2020-04-16,20.0,300.0,240.0,Marketing,Series C,76,2020,19.07283,72.88261
2975,Opendoor,San Francisco Bay Area,USA,North America,600.0,2020-04-15,35.0,1714.0,1114.0,Real Estate,Series E,1500,2020,37.77493,-122.41942
2976,GoPro,San Francisco Bay Area,USA,North America,200.0,2020-04-15,20.0,1000.0,800.0,Consumer,Post-IPO,288,2020,37.56299,-122.32553
2977,Shop101,Mumbai,India,Asia,200.0,2020-04-15,40.0,500.0,300.0,Retail,Series C,19,2020,19.07283,72.88261
2978,Zume,Camarillo,USA,North America,200.0,2020-04-15,67.0,299.0,99.0,Food,Unknown,423,2020,34.21639,-119.0376
2979,Carta,San Francisco Bay Area,USA,North America,161.0,2020-04-15,16.0,1006.0,845.0,Finance,Series E,447,2020,37.77493,-122.41942
2981,Parsable,San Francisco Bay Area,USA,North America,40.0,2020-04-15,25.0,160.0,120.0,HR,Series C,72,2020,37.77493,-122.41942
2982,Kodiak Robotics,San Francisco Bay Area,USA,North America,15.0,2020-04-15,20.0,75.0,60.0,Transportation,Series A,40,2020,37.38605,-122.08385
2988,The RealReal,San Francisco Bay Area,USA,North America,235.0,2020-04-14,10.0,2350.0,2115.0,Retail,Post-IPO,358,2020,37.77493,-122.41942
2989,TouchBistro,Toronto,Canada,North America,131.0,2020-04-14,23.0,570.0,439.0,Food,Series E,224,2020,43.70643,-79.39864
2990,Envoy,San Francisco Bay Area,USA,North America,58.0,2020-04-14,30.0,193.0,135.0,HR,Series B,59,2020,37.77493,-122.41942
2991,VSCO,San Francisco Bay Area,USA,North America,45.0,2020-04-14,35.0,129.0,84.0,Consumer,Series B,90,2020,37.80437,-122.2708
2997,Groupon,Chicago,USA,North America,2800.0,2020-04-13,44.0,6364.0,3564.0,Retail,Post-IPO,0,2020,41.85003,-87.65005
2998,Zoox,San Francisco Bay Area,USA,North America,100.0,2020-04-13,10.0,1000.0,900.0,Transportation,Series B,955,2020,37.55855,-122.27108
2999,Neon,Sao Paulo,Brazil,South America,70.0,2020-04-13,10.0,700.0,630.0,Finance,Series B,120,2020,-23.5475,-46.63611
3000,EasyPost,San Francisco Bay Area,USA,North America,50.0,2020-04-13,25.0,200.0,150.0,Logistics,Series A,12,2020,37.77493,-122.41942
3001,Clearbanc,Toronto,Canada,North America,17.0,2020-04-13,8.0,213.0,196.0,Finance,Series B,119,2020,43.70643,-79.39864
